Model Outputs
250
,,MJR_V2:LAbsAnkleAngle,,,MJR_V2:LAnkleAngles,,,MJR_V2:LAnkleForce,,,MJR_V2:LAnkleMoment,,,MJR_V2:LAnklePower,,,MJR_V2:LFE,,,,,,,,,MJR_V2:LFO,,,,,,,,,MJR_V2:LFootProgressAngles,,,MJR_V2:LGroundReactionForce,,,MJR_V2:LGroundReactionMoment,,,MJR_V2:LHipAngles,,,MJR_V2:LHipForce,,,MJR_V2:LHipMoment,,,MJR_V2:LHipPower,,,MJR_V2:LKneeAngles,,,MJR_V2:LKneeForce,,,MJR_V2:LKneeMoment,,,MJR_V2:LKneePower,,,MJR_V2:LNormalisedGRF,,,MJR_V2:LPelvisAngles,,,MJR_V2:LTI,,,,,,,,,MJR_V2:LTO,,,,,,,,,MJR_V2:PEL,,,,,,,,,MJR_V2:RAbsAnkleAngle,,,MJR_V2:RAnkleAngles,,,MJR_V2:RAnkleForce,,,MJR_V2:RAnkleMoment,,,MJR_V2:RAnklePower,,,MJR_V2:RFE,,,,,,,,,MJR_V2:RFO,,,,,,,,,MJR_V2:RFootProgressAngles,,,MJR_V2:RGroundReactionForce,,,MJR_V2:RGroundReactionMoment,,,MJR_V2:RHipAngles,,,MJR_V2:RHipForce,,,MJR_V2:RHipMoment,,,MJR_V2:RHipPower,,,MJR_V2:RKneeAngles,,,MJR_V2:RKneeForce,,,MJR_V2:RKneeMoment,,,MJR_V2:RKneePower,,,MJR_V2:RNormalisedGRF,,,MJR_V2:RPelvisAngles,,,MJR_V2:RTI,,,,,,,,,MJR_V2:RTO,,,,,,,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ
10,0,6.73623,0,0,10.5248,-10.4773,50.0465,,,,,,,,,,1.83931,1.31302,105.361,334.417,-97.5584,789.106,348.446,348.446,348.446,75.0865,-60.047,75.4811,262.567,-3.4025,368.898,244.497,244.497,244.497,-87.0154,-2.62988,-9.5622,,,,,,,14.7206,-0.338985,-8.63284,,,,,,,,,,9.66279,-4.56626,-45.1152,,,,,,,,,,,,,14.5158,-0.143556,-6.92602,1.34252,15.0234,149.667,307.802,-170.818,392.814,386.885,386.885,386.885,75.0865,-60.047,75.481,249.028,76.8553,364.713,81.4992,81.4991,81.4991,-10.9918,12.1646,96.3703,438.408,-87.6874,1134.73,185.434,185.434,185.434,13.6204,0,0,14.7631,-3.68908,22.4638,,,,,,,,,,-0.698965,-6.1787,78.9322,559.948,-58.2994,782.688,351.183,351.183,351.183,50.858,-79.3671,66.5427,644.641,-20.192,368.705,246.616,246.616,246.616,-87.2428,-9.00009,-14.9676,,,,,,,16.9873,-6.73404,-17.5539,,,,,,,,,,20.7513,-2.3907,-27.478,,,,,,,,,,,,,14.5158,0.143556,6.92602,-17.8757,5.03853,50.6947,581.672,-183.787,389.943,394.878,394.878,394.878,50.858,-79.3671,66.5427,665.873,59.1325,364.885,82.2055,82.2054,82.2055
11,0,6.71596,0,0,10.4925,-10.4766,50.0444,-0.142113,0.00728584,-0.00731254,-17.4744,2.14363e-15,0.858653,0,0,-0.00146581,1.83917,1.3199,105.353,334.466,-97.6035,789.123,348.452,348.452,348.452,75.0731,-60.0519,75.5043,262.565,-3.40099,368.879,244.497,244.497,244.497,-87.0038,-2.60858,-9.56663,,,,,,,14.7183,-0.343696,-8.63435,0.00132418,0.0383373,1.58314,3.82223,22.9298,-0.339001,0,0,0.000508903,9.65086,-4.5644,-45.1203,-0.0239804,0.114509,0.587443,6.40524,12.3435,1.57769,0,0,-0.000281229,,,,14.5179,-0.142086,-6.91699,1.35308,15.0156,149.666,307.808,-170.808,392.835,386.873,386.873,386.873,75.0731,-60.0519,75.5043,249.02,76.8549,364.678,81.4992,81.4991,81.4992,-10.9929,12.1664,96.361,438.481,-87.7188,1134.75,185.434,185.434,185.434,13.615,0,0,14.7572,-3.68899,22.4633,-0.139842,-0.0241477,-0.00758192,-17.2646,2.57772e-15,3.02679,0,0,-0.000389355,-0.692527,-6.17061,78.9259,559.966,-58.3478,782.705,351.185,351.185,351.185,50.8616,-79.3642,66.5375,644.646,-20.1955,368.704,246.616,246.616,246.616,-87.2434,-8.99421,-14.9681,,,,,,,16.991,-6.72377,-17.5514,0.0913455,-0.119384,1.573,4.43805,41.1361,-2.64279,0,0,-0.00194628,20.7428,-2.39837,-27.4732,-0.128781,-0.140975,0.566806,-13.6147,25.4029,2.33717,0,0,-0.000394249,,,,14.5179,0.142086,6.91699,-17.8686,5.03756,50.6963,581.677,-183.791,389.941,394.881,394.881,394.881,50.8617,-79.3643,66.5375,665.878,59.1288,364.884,82.2055,82.2055,82.2055
12,0,6.69568,0,0,10.4602,-10.476,50.0427,-0.14219,0.00726389,-0.00743488,-17.5272,-5.72504e-16,0.842879,0,0,-0.00147204,1.83901,1.327,105.346,334.517,-97.6505,789.14,348.459,348.459,348.459,75.0599,-60.0571,75.5273,262.564,-3.39922,368.861,244.497,244.497,244.497,-86.9924,-2.58744,-9.57092,,,,,,,14.7156,-0.348434,-8.63618,0.00229681,0.0404592,1.5827,3.54033,23.2913,-0.351774,0,0,0.00051958,9.63846,-4.56259,-45.1254,-0.0234811,0.11459,0.587319,6.45043,12.376,1.57178,0,0,-0.000283056,,,,14.5199,-0.140484,-6.90791,1.36408,15.0075,149.665,307.815,-170.799,392.856,386.862,386.862,386.862,75.0599,-60.0571,75.5273,249.013,76.8548,364.644,81.4992,81.4992,81.4992,-10.9937,12.1681,96.3516,438.556,-87.7512,1134.78,185.434,185.434,185.434,13.6094,0,0,14.7509,-3.68866,22.4612,-0.139815,-0.0241481,-0.00756654,-17.2657,-8.81294e-15,3.02419,0,0,-0.000393455,-0.685889,-6.1618,78.9187,559.982,-58.3992,782.721,351.187,351.187,351.187,50.8653,-79.3613,66.532,644.65,-20.2002,368.702,246.616,246.616,246.616,-87.2441,-8.9881,-14.9687,,,,,,,16.9942,-6.71295,-17.5497,0.0923453,-0.116071,1.57075,4.24889,40.6152,-2.61185,0,0,-0.00197579,20.7336,-2.40689,-27.4662,-0.128751,-0.140293,0.566422,-13.6251,25.3163,2.33546,0,0,-0.000431352,,,,14.5199,0.140484,6.90791,-17.8612,5.03658,50.6995,581.681,-183.796,389.939,394.884,394.884,394.884,50.8653,-79.3613,66.532,665.883,59.1239,364.883,82.2055,82.2055,82.2055
13,0,6.67554,0,0,10.4283,-10.4756,50.0415,-0.142233,0.00719829,-0.00750416,-17.5724,-3.74592e-15,0.823493,0,0,-0.00146756,1.83881,1.33426,105.339,334.569,-97.699,789.157,348.465,348.465,348.465,75.0471,-60.0624,75.5497,262.564,-3.39725,368.843,244.497,244.497,244.497,-86.9815,-2.56668,-9.57504,,,,,,,14.7125,-0.353013,-8.63829,0.00308921,0.0418188,1.58187,3.2376,23.5302,-0.369206,0,0,0.000520177,9.62564,-4.56089,-45.1306,-0.0229049,0.114629,0.587298,6.50678,12.3924,1.56195,0,0,-0.000281625,,,,14.5216,-0.138645,-6.89892,1.37548,14.9993,149.664,307.821,-170.79,392.877,386.851,386.851,386.851,75.047,-60.0624,75.5497,249.007,76.855,364.612,81.4992,81.4992,81.4991,-10.9942,12.1698,96.3423,438.633,-87.7843,1134.8,185.434,185.434,185.434,13.6034,0,0,14.744,-3.68808,22.4575,-0.139794,-0.0241116,-0.00757137,-17.2686,3.24298e-15,3.01557,0,0,-0.000396429,-0.679127,-6.15225,78.9106,559.997,-58.4536,782.738,351.189,351.189,351.189,50.869,-79.3583,66.5263,644.655,-20.2061,368.7,246.616,246.616,246.616,-87.2448,-8.98183,-14.9694,,,,,,,16.9969,-6.70176,-17.549,0.0937827,-0.114259,1.5698,3.9266,40.4038,-2.58736,0,0,-0.00201212,20.7236,-2.41635,-27.457,-0.128607,-0.139767,0.566374,-13.6331,25.2322,2.32795,0,0,-0.000467544,,,,14.5216,0.138645,6.89892,-17.8537,5.03557,50.7042,581.685,-183.801,389.937,394.886,394.886,394.886,50.869,-79.3584,66.5263,665.889,59.1179,364.882,82.2055,82.2055,82.2055
14,0,6.65567,0,0,10.3969,-10.4753,50.0409,-0.142285,0.00717809,-0.00766121,-17.615,-3.29009e-15,0.811831,0,0,-0.00145371,1.83865,1.34166,105.332,334.623,-97.749,789.175,348.471,348.471,348.471,75.0346,-60.0678,75.5714,262.564,-3.39509,368.827,244.497,244.497,244.497,-86.971,-2.54642,-9.57893,,,,,,,14.7092,-0.357544,-8.64062,0.00321971,0.0429371,1.58081,3.14921,23.6447,-0.368721,0,0,0.000514096,9.61248,-4.55926,-45.1358,-0.0227021,0.114678,0.58723,6.49331,12.4359,1.55963,0,0,-0.000281398,,,,14.5231,-0.136677,-6.8901,1.38726,14.9909,149.664,307.827,-170.781,392.897,386.842,386.842,386.842,75.0346,-60.0678,75.5714,249.002,76.8555,364.581,81.4992,81.4991,81.4991,-10.9943,12.1714,96.3332,438.711,-87.8181,1134.82,185.434,185.434,185.434,13.5973,0,0,14.7368,-3.68725,22.4523,-0.139794,-0.0240097,-0.00757408,-17.2752,2.78679e-15,2.99656,0,0,-0.000398724,-0.672223,-6.14196,78.9013,560.011,-58.5107,782.754,351.191,351.191,351.191,50.8727,-79.3554,66.5204,644.66,-20.2131,368.697,246.616,246.616,246.616,-87.2455,-8.9754,-14.9702,,,,,,,16.9991,-6.69011,-17.5497,0.0946601,-0.112691,1.56799,3.64715,40.2898,-2.56818,0,0,-0.00204464,20.7128,-2.42679,-27.4454,-0.128363,-0.139338,0.566096,-13.6374,25.1322,2.31031,0,0,-0.000502512,,,,14.5231,0.136677,6.8901,-17.846,5.03453,50.7104,581.689,-183.808,389.935,394.888,394.888,394.888,50.8727,-79.3554,66.5204,665.895,59.1106,364.881,82.2055,82.2055,82.2055
15,0,6.63617,0,0,10.3662,-10.4753,50.0409,-0.14233,0.00714928,-0.00774416,-17.6527,7.33385e-16,0.801098,0,0,-0.00143067,1.8385,1.34914,105.325,334.679,-97.8002,789.194,348.477,348.477,348.477,75.0226,-60.0733,75.5922,262.564,-3.39284,368.812,244.497,244.497,244.497,-86.9611,-2.5268,-9.58259,,,,,,,14.7057,-0.361935,-8.64311,0.00318546,0.0443628,1.57924,3.03213,23.8185,-0.371464,0,0,0.000501807,9.59905,-4.55777,-45.1412,-0.0223809,0.114682,0.586851,6.50886,12.4615,1.55791,0,0,-0.000276855,,,,14.5246,-0.134555,-6.88153,1.39939,14.9823,149.664,307.833,-170.772,392.916,386.834,386.834,386.834,75.0226,-60.0733,75.5922,248.997,76.8561,364.552,81.4991,81.4992,81.4992,-10.9943,12.1731,96.3243,438.792,-87.8525,1134.85,185.434,185.434,185.434,13.591,0,0,14.7291,-3.68617,22.4455,-0.139758,-0.0240744,-0.00737245,-17.2783,6.33487e-15,2.99647,0,0,-0.000400018,-0.665211,-6.13096,78.8909,560.022,-58.5703,782.77,351.192,351.192,351.192,50.8764,-79.3524,66.5142,644.664,-20.2212,368.695,246.616,246.616,246.616,-87.2464,-8.96887,-14.9712,,,,,,,17.0008,-6.67811,-17.5518,0.0959875,-0.112262,1.5662,3.00527,40.6785,-2.58819,0,0,-0.00209651,20.7013,-2.43822,-27.4314,-0.127308,-0.13931,0.566013,-13.453,25.0976,2.31124,0,0,-0.000523412,,,,14.5246,0.134555,6.88153,-17.8382,5.03347,50.7181,581.692,-183.815,389.932,394.889,394.889,394.889,50.8764,-79.3524,66.5142,665.901,59.1021,364.88,82.2055,82.2055,82.2055
16,0,6.61719,0,0,10.3365,-10.4755,50.0413,-0.14229,0.00715232,-0.00788699,-17.6756,4.11188e-15,0.796275,0,0,-0.00139864,1.83842,1.35663,105.319,334.735,-97.8525,789.212,348.482,348.482,348.482,75.0112,-60.0788,75.612,262.565,-3.39054,368.798,244.497,244.497,244.497,-86.9519,-2.50801,-9.58599,,,,,,,14.7022,-0.366168,-8.64563,0.00343456,0.0457696,1.57856,2.89967,23.9697,-0.366816,0,0,0.000482007,9.58545,-4.55641,-45.1466,-0.02213,0.114695,0.586807,6.50173,12.5127,1.56127,0,0,-0.000271341,,,,14.5261,-0.132314,-6.87331,1.41185,14.9736,149.665,307.839,-170.764,392.934,386.826,386.826,386.826,75.0112,-60.0788,75.612,248.994,76.8569,364.525,81.4991,81.4992,81.4992,-10.9942,12.175,96.3158,438.874,-87.8876,1134.87,185.434,185.434,185.434,13.5845,0,0,14.7212,-3.68492,22.4376,-0.139758,-0.0240077,-0.00729786,-17.2863,-1.64776e-15,2.97818,0,0,-0.000401898,-0.658101,-6.11936,78.879,560.032,-58.6324,782.785,351.193,351.192,351.193,50.8801,-79.3496,66.5079,644.669,-20.2303,368.692,246.616,246.616,246.616,-87.2473,-8.96232,-14.9723,,,,,,,17.0022,-6.66585,-17.5557,0.0973913,-0.112433,1.56467,2.38011,41.1847,-2.61167,0,0,-0.002143,20.689,-2.4506,-27.4151,-0.12629,-0.139414,0.565835,-13.3208,25.0542,2.2944,0,0,-0.000545717,,,,14.5261,0.132314,6.87331,-17.8302,5.03234,50.7268,581.695,-183.824,389.929,394.89,394.89,394.89,50.8801,-79.3496,66.5079,665.907,59.0928,364.878,82.2055,82.2055,82.2055
17,0,6.59876,0,0,10.3077,-10.4758,50.0423,-0.142412,0.00705482,-0.00794569,-17.7143,3.16254e-15,0.780523,0,0,-0.00136104,1.83836,1.36409,105.314,334.793,-97.9058,789.232,348.487,348.487,348.487,75.0005,-60.0843,75.6308,262.567,-3.38833,368.785,244.497,244.497,244.497,-86.9433,-2.49008,-9.58916,,,,,,,14.6988,-0.370176,-8.64817,0.00295285,0.0466288,1.57676,2.87156,23.9077,-0.362248,0,0,0.000451312,9.57172,-4.55524,-45.152,-0.0221149,0.114554,0.586511,6.45974,12.4994,1.5543,0,0,-0.000261617,,,,14.5276,-0.12994,-6.86548,1.4246,14.9649,149.666,307.845,-170.756,392.952,386.82,386.82,386.821,75.0005,-60.0843,75.6307,248.991,76.8577,364.5,81.4991,81.4992,81.4992,-10.9939,12.177,96.3076,438.957,-87.9233,1134.89,185.434,185.434,185.434,13.5779,0,0,14.7131,-3.68352,22.4288,-0.139741,-0.0240199,-0.00707254,-17.2924,1.02054e-15,2.96851,0,0,-0.000403774,-0.65097,-6.10723,78.8657,560.042,-58.6965,782.799,351.193,351.193,351.193,50.8839,-79.3468,66.5014,644.674,-20.2401,368.689,246.616,246.616,246.616,-87.2484,-8.95574,-14.9735,,,,,,,17.0032,-6.65347,-17.5614,0.0987952,-0.113748,1.56286,1.55845,42.0375,-2.65559,0,0,-0.00219428,20.6762,-2.46381,-27.3967,-0.124784,-0.139693,0.565655,-13.0726,25.0296,2.28604,0,0,-0.000559195,,,,14.5276,0.12994,6.86548,-17.8221,5.03115,50.7364,581.698,-183.833,389.925,394.89,394.89,394.89,50.8839,-79.3469,66.5014,665.913,59.0825,364.877,82.2055,82.2055,82.2055
18,0,6.58102,0,0,10.2801,-10.4763,50.0437,-0.142377,0.00703832,-0.008093,-17.729,2.62482e-15,0.77624,0,0,-0.0013152,1.83837,1.37145,105.308,334.851,-97.96,789.251,348.491,348.491,348.491,74.9906,-60.0897,75.6483,262.569,-3.38622,368.774,244.497,244.497,244.497,-86.9355,-2.4732,-9.59208,,,,,,,14.6956,-0.37395,-8.65059,0.00230407,0.0478517,1.57564,2.95446,23.9731,-0.350196,0,0,0.000417308,9.55795,-4.55428,-45.1576,-0.0220973,0.114627,0.58626,6.40441,12.5634,1.55742,0,0,-0.000252434,,,,14.5292,-0.127489,-6.85809,1.43762,14.9562,149.668,307.852,-170.749,392.968,386.816,386.816,386.816,74.9906,-60.0897,75.6483,248.988,76.8586,364.478,81.4992,81.4992,81.4992,-10.9937,12.1793,96.2998,439.041,-87.9599,1134.91,185.434,185.434,185.434,13.5713,0,0,14.705,-3.68206,22.4196,-0.139774,-0.0239939,-0.00683358,-17.3044,-3.52122e-15,2.95308,0,0,-0.000406688,-0.64388,-6.09474,78.8509,560.05,-58.7626,782.813,351.192,351.192,351.192,50.8877,-79.3443,66.4948,644.679,-20.2506,368.686,246.616,246.616,246.616,-87.2496,-8.94918,-14.9747,,,,,,,17.0041,-6.64109,-17.5689,0.100298,-0.115987,1.56172,0.652639,43.2017,-2.7288,0,0,-0.00224551,20.6627,-2.47769,-27.3767,-0.123024,-0.14038,0.565761,-12.7828,25.0584,2.27188,0,0,-0.000568202,,,,14.5292,0.127489,6.85809,-17.8139,5.02987,50.7463,581.701,-183.843,389.92,394.89,394.89,394.89,50.8877,-79.3443,66.4949,665.92,59.0717,364.876,82.2055,82.2055,82.2055
19,0,6.56397,0,0,10.2537,-10.477,50.0456,-0.14242,0.0069501,-0.0081844,-17.7489,6.23232e-16,0.764043,0,0,-0.00126436,1.83843,1.37865,105.303,334.911,-98.0151,789.27,348.494,348.494,348.494,74.9814,-60.095,75.6645,262.571,-3.38434,368.764,244.497,244.497,244.497,-86.9285,-2.45739,-9.59477,,,,,,,14.6928,-0.377452,-8.65281,0.00179187,0.0490215,1.57401,2.95729,23.9572,-0.341553,0,0,0.000373123,9.54419,-4.55357,-45.1634,-0.0220988,0.11451,0.585863,6.34449,12.5703,1.55268,0,0,-0.000237725,,,,14.5311,-0.124981,-6.85118,1.45088,14.9475,149.67,307.858,-170.742,392.984,386.812,386.812,386.812,74.9814,-60.095,75.6646,248.987,76.8593,364.459,81.4992,81.4992,81.4991,-10.9935,12.1819,96.2925,439.125,-87.9975,1134.93,185.434,185.434,185.434,13.5647,0,0,14.6969,-3.68062,22.4106,-0.13972,-0.0239873,-0.00654981,-17.3052,1.26377e-15,2.93973,0,0,-0.000410229,-0.636884,-6.08207,78.8347,560.06,-58.8304,782.825,351.191,351.191,351.191,50.8917,-79.3418,66.4881,644.684,-20.2613,368.683,246.616,246.616,246.616,-87.2511,-8.94262,-14.9759,,,,,,,17.005,-6.62889,-17.5784,0.101778,-0.118366,1.55972,-0.312012,44.4287,-2.80776,0,0,-0.00227739,20.6488,-2.49197,-27.3554,-0.121083,-0.141088,0.565623,-12.4575,25.0909,2.26013,0,0,-0.000575708,,,,14.5311,0.124981,6.85118,-17.8055,5.02853,50.7561,581.704,-183.853,389.915,394.889,394.889,394.889,50.8917,-79.3418,66.4881,665.927,59.0607,364.875,82.2055,82.2054,82.2055
20,0,6.54775,0,0,10.2287,-10.4777,50.0477,-0.142394,0.00690369,-0.00821818,-17.7553,-3.48575e-15,0.757697,0,0,-0.00120786,1.83851,1.38561,105.298,334.972,-98.071,789.29,348.496,348.496,348.496,74.9732,-60.1001,75.6794,262.574,-3.38275,368.757,244.497,244.497,244.497,-86.9223,-2.44279,-9.59723,,,,,,,14.6905,-0.380576,-8.65473,0.00142565,0.0499167,1.57227,2.88414,23.9017,-0.330471,0,0,0.000320947,9.53051,-4.55314,-45.1692,-0.0220211,0.114289,0.585478,6.304,12.5611,1.55284,0,0,-0.000218065,,,,14.5334,-0.122384,-6.8448,1.46436,14.9387,149.672,307.864,-170.737,392.998,386.81,386.81,386.81,74.9732,-60.1001,75.6794,248.987,76.8599,364.442,81.4992,81.4991,81.4991,-10.9935,12.1849,96.2856,439.21,-88.0361,1134.95,185.434,185.434,185.434,13.5583,0,0,14.6889,-3.67931,22.4023,-0.139767,-0.023956,-0.0063576,-17.3174,-2.50706e-15,2.92421,0,0,-0.000415101,-0.630088,-6.0694,78.8171,560.07,-58.8998,782.836,351.189,351.189,351.189,50.8959,-79.3395,66.4814,644.689,-20.2719,368.68,246.616,246.616,246.616,-87.2527,-8.93607,-14.977,,,,,,,17.0059,-6.61712,-17.5897,0.103228,-0.121573,1.55848,-1.20848,45.8069,-2.89416,0,0,-0.00228938,20.6346,-2.50641,-27.3334,-0.119256,-0.142007,0.565671,-12.1683,25.1652,2.24584,0,0,-0.000586894,,,,14.5334,0.122384,6.8448,-17.7969,5.0271,50.7652,581.707,-183.864,389.909,394.887,394.887,394.887,50.8959,-79.3395,66.4814,665.933,59.0498,364.874,82.2055,82.2055,82.2055
21,0,6.53237,0,0,10.205,-10.4785,50.05,-0.14233,0.00684934,-0.00828818,-17.7521,-6.08738e-16,0.75072,0,0,-0.00114709,1.83865,1.39226,105.293,335.034,-98.1275,789.309,348.498,348.498,348.498,74.966,-60.1051,75.6929,262.577,-3.38147,368.75,244.497,244.497,244.497,-86.917,-2.42942,-9.59949,,,,,,,14.6888,-0.383334,-8.65629,0.000744848,0.0510334,1.57087,2.89467,23.8864,-0.318078,0,0,0.000263594,9.51695,-4.55305,-45.1752,-0.0219829,0.114121,0.585131,6.24178,12.5697,1.55164,0,0,-0.000196813,,,,14.536,-0.119764,-6.83896,1.47802,14.93,149.674,307.871,-170.732,393.011,386.808,386.808,386.808,74.966,-60.1051,75.6929,248.987,76.8602,364.428,81.4992,81.4991,81.4992,-10.9937,12.1883,96.2793,439.295,-88.076,1134.97,185.434,185.434,185.434,13.5519,0,0,14.6812,-3.67821,22.3954,-0.139795,-0.0239907,-0.00610622,-17.3262,-5.3386e-15,2.91793,0,0,-0.000420508,-0.623616,-6.05696,78.7982,560.083,-58.9704,782.847,351.187,351.187,351.187,50.9004,-79.3372,66.4746,644.694,-20.2822,368.676,246.616,246.616,246.616,-87.2545,-8.92947,-14.978,,,,,,,17.0069,-6.60594,-17.6029,0.103918,-0.124628,1.55723,-1.97265,47.1723,-2.98585,0,0,-0.00227134,20.6201,-2.52065,-27.3113,-0.117462,-0.143011,0.565647,-11.8634,25.2756,2.24059,0,0,-0.000599692,,,,14.536,0.119764,6.83896,-17.7881,5.02562,50.7731,581.711,-183.874,389.903,394.885,394.885,394.885,50.9004,-79.3371,66.4746,665.94,59.0392,364.873,82.2055,82.2054,82.2055
22,0,6.51782,0,0,10.1827,-10.4794,50.0526,-0.14239,0.00671314,-0.00835362,-17.7596,-8.73975e-16,0.733568,0,0,-0.00108398,1.83882,1.39855,105.289,335.097,-98.1847,789.327,348.498,348.498,348.498,74.9597,-60.1099,75.705,262.581,-3.38057,368.746,244.497,244.497,244.497,-86.9126,-2.41732,-9.60156,,,,,,,14.6878,-0.385661,-8.65734,0.0006996,0.0522992,1.56951,2.7448,23.8748,-0.314056,0,0,0.00020048,9.50361,-4.55329,-45.1813,-0.0218502,0.113823,0.584764,6.18628,12.5357,1.54051,0,0,-0.000170787,,,,14.5392,-0.117121,-6.83369,1.49184,14.9214,149.677,307.877,-170.728,393.023,386.807,386.807,386.807,74.9597,-60.1099,75.705,248.988,76.8603,364.418,81.4992,81.4991,81.4992,-10.9943,12.1922,96.2735,439.38,-88.1175,1134.99,185.434,185.434,185.434,13.5456,0,0,14.6739,-3.6774,22.3903,-0.139844,-0.0239844,-0.00590017,-17.3362,4.34487e-15,2.90866,0,0,-0.000426317,-0.617542,-6.04494,78.7781,560.099,-59.0422,782.856,351.184,351.185,351.184,50.9052,-79.3349,66.4677,644.7,-20.2919,368.673,246.616,246.616,246.616,-87.2565,-8.92281,-14.9788,,,,,,,17.0083,-6.59557,-17.6177,0.104637,-0.126303,1.55703,-2.67955,48.0678,-3.04675,0,0,-0.00220252,20.6055,-2.53436,-27.2896,-0.116095,-0.143598,0.565996,-11.6396,25.3263,2.2323,0,0,-0.000623143,,,,14.5392,0.117121,6.83369,-17.779,5.02409,50.7792,581.716,-183.884,389.895,394.881,394.881,394.881,50.9052,-79.3349,66.4677,665.947,59.0293,364.872,82.2055,82.2055,82.2055
23,0,6.50421,0,0,10.1619,-10.4804,50.0553,-0.142273,0.00669954,-0.00835578,-17.7404,8.58031e-16,0.731563,0,0,-0.0010177,1.83903,1.40433,105.284,335.161,-98.2425,789.345,348.498,348.498,348.498,74.9544,-60.1144,75.7157,262.586,-3.38008,368.743,244.497,244.497,244.497,-86.9091,-2.40657,-9.60342,,,,,,,14.6877,-0.387497,-8.65786,0.00087415,0.0534689,1.56784,2.5203,23.9464,-0.306045,0,0,0.0001354,9.49057,-4.55394,-45.1878,-0.0215167,0.113546,0.584396,6.17662,12.523,1.54284,0,0,-0.000140796,,,,14.5428,-0.114461,-6.82902,1.5058,14.9129,149.68,307.884,-170.724,393.033,386.808,386.808,386.808,74.9544,-60.1144,75.7156,248.989,76.86,364.41,81.4991,81.4992,81.4992,-10.9951,12.1967,96.2682,439.464,-88.1606,1135,185.434,185.434,185.434,13.5395,0,0,14.6669,-3.67695,22.3875,-0.139861,-0.0239255,-0.00577673,-17.3404,-3.34299e-15,2.89505,0,0,-0.000431738,-0.611978,-6.0335,78.7571,560.119,-59.1151,782.864,351.181,351.181,351.181,50.9103,-79.3327,66.4608,644.706,-20.3009,368.669,246.616,246.616,246.616,-87.2588,-8.91603,-14.9794,,,,,,,17.01,-6.5862,-17.634,0.105096,-0.126812,1.55621,-3.22831,48.5138,-3.07838,0,0,-0.00208973,20.5908,-2.54723,-27.2689,-0.115139,-0.143745,0.566068,-11.5037,25.323,2.21988,0,0,-0.000657004,,,,14.5428,0.114461,6.82902,-17.7696,5.02256,50.7833,581.722,-183.893,389.887,394.876,394.876,394.876,50.9103,-79.3326,66.4608,665.953,59.0203,364.871,82.2054,82.2054,82.2054
24,0,6.49152,0,0,10.1425,-10.4814,50.0582,-0.142283,0.00662836,-0.00834266,-17.7324,1.05805e-16,0.722419,0,0,-0.000951232,1.8393,1.4096,105.279,335.226,-98.3005,789.362,348.497,348.497,348.497,74.9501,-60.1187,75.7248,262.591,-3.37999,368.741,244.497,244.497,244.497,-86.9064,-2.39715,-9.60507,,,,,,,14.6887,-0.388847,-8.65778,0.00178961,0.0552424,1.56742,2.09968,24.1823,-0.311092,0,0,7.09826e-05,9.4779,-4.55501,-45.1944,-0.0209161,0.113292,0.58446,6.20888,12.4936,1.53825,0,0,-0.000106555,,,,14.5472,-0.111826,-6.82494,1.51986,14.9045,149.682,307.892,-170.722,393.042,386.808,386.808,386.808,74.9501,-60.1187,75.7249,248.992,76.8595,364.405,81.4992,81.4992,81.4992,-10.9964,12.2018,96.2635,439.548,-88.2057,1135.01,185.434,185.434,185.434,13.5336,0,0,14.6605,-3.67689,22.3871,-0.139943,-0.0239518,-0.00575434,-17.3513,4.91991e-15,2.89485,0,0,-0.000436469,-0.606956,-6.0228,78.7355,560.144,-59.1889,782.87,351.178,351.178,351.178,50.9159,-79.3304,66.4539,644.712,-20.3089,368.665,246.616,246.616,246.616,-87.2612,-8.90913,-14.9797,,,,,,,17.0122,-6.5779,-17.6514,0.105446,-0.125496,1.55686,-3.60157,48.4288,-3.07399,0,0,-0.00193858,20.5762,-2.55901,-27.2496,-0.114797,-0.143552,0.56653,-11.4771,25.3104,2.22014,0,0,-0.000701284,,,,14.5472,0.111826,6.82494,-17.7599,5.02101,50.7851,581.728,-183.902,389.878,394.87,394.87,394.87,50.9159,-79.3304,66.4539,665.96,59.0123,364.87,82.2055,82.2055,82.2055
